,machine,reward,num_actions,max_RUL,slack,reward_estimate
121,122,-328,158,158,0,-2.08
122,123,-438,48,48,0,-9.12
123,124,36,36,209,173,0.17
124,125,98,98,146,48,0.67
125,126,-411,75,75,0,-5.48
126,127,-419,67,67,0,-6.25
127,128,-464,22,22,0,-21.09
128,129,-386,100,100,0,-3.86
129,130,145,145,183,38,0.79
130,131,-364,122,122,0,-2.98
131,132,-317,169,169,0,-1.88
132,133,-352,134,134,0,-2.63
133,134,-435,51,51,0,-8.53
134,135,-410,76,76,0,-5.39
135,136,-324,162,162,0,-2.0
136,137,17,17,48,31,0.35
137,138,-360,126,126,0,-2.86
138,139,142,142,148,6,0.96
139,140,8,8,182,174,0.04
140,141,181,181,209,28,0.87
141,142,37,37,136,99,0.27
142,143,179,179,183,4,0.98
143,144,-323,163,163,0,-1.98
144,145,155,155,194,39,0.8
145,146,87,87,131,44,0.66
146,147,-406,80,80,0,-5.08
147,148,-355,131,131,0,-2.71
148,149,-422,64,64,0,-6.59
149,150,-323,163,163,0,-1.98
150,151,-450,36,36,0,-12.5
151,152,-322,164,164,0,-1.96
152,153,-338,148,148,0,-2.28
153,154,-413,73,73,0,-5.66
154,155,24,24,122,98,0.2
155,156,-414,72,72,0,-5.75
156,157,-411,75,75,0,-5.48
157,158,-240,246,246,0,-0.98
158,159,7,7,21,14,0.33
159,160,142,142,143,1,0.99
160,161,-417,69,69,0,-6.04
161,162,-282,204,204,0,-1.38
162,163,108,108,173,65,0.62
163,164,-254,232,232,0,-1.09
164,165,-120,366,366,0,-0.33
165,166,49,49,62,13,0.79
166,167,-341,145,145,0,-2.35
167,168,53,53,217,164,0.24
168,169,52,52,157,105,0.33
169,170,62,62,263,201,0.24
170,171,-422,64,64,0,-6.59
171,172,85,85,142,57,0.6
172,173,129,129,150,21,0.86
173,174,13,13,102,89,0.13
174,175,87,87,191,104,0.46
175,176,-265,221,221,0,-1.2
176,177,-420,66,66,0,-6.36
177,178,69,69,127,58,0.54
178,179,5,5,112,107,0.04
179,180,122,122,277,155,0.44
180,181,-411,75,75,0,-5.48
181,182,-391,95,95,0,-4.12
182,183,-466,20,20,0,-23.3
183,184,144,144,203,59,0.71
184,185,-304,182,182,0,-1.67
185,186,-404,82,82,0,-4.93
186,187,100,100,130,30,0.77
187,188,7,7,165,158,0.04
188,189,-428,58,58,0,-7.38
189,190,154,154,162,8,0.95
190,191,65,65,277,212,0.23
191,192,61,61,122,61,0.5
192,193,-411,75,75,0,-5.48
193,194,-370,116,116,0,-3.19
194,195,-409,77,77,0,-5.31
195,196,-347,139,139,0,-2.5
196,197,65,65,212,147,0.31
197,198,-374,112,112,0,-3.34
198,199,20,20,162,142,0.12
199,200,100,100,148,48,0.68
200,201,-449,37,37,0,-12.14
201,202,-365,121,121,0,-3.02
202,203,-301,185,185,0,-1.63
203,204,-346,140,140,0,-2.47
204,205,-426,60,60,0,-7.1
205,206,-415,71,71,0,-5.85
206,207,-355,131,131,0,-2.71
207,208,54,54,173,119,0.31
208,209,-343,143,143,0,-2.4
209,210,-268,218,218,0,-1.23
210,211,-356,130,130,0,-2.74
211,212,-378,108,108,0,-3.5
212,213,-442,44,44,0,-10.05
213,214,-334,152,152,0,-2.2
214,215,-277,209,209,0,-1.33
215,216,27,27,170,143,0.16
216,217,-432,54,54,0,-8.0
217,218,-390,96,96,0,-4.06
218,219,126,126,201,75,0.63
219,220,64,64,159,95,0.4
220,221,-428,58,58,0,-7.38
221,222,-458,28,28,0,-16.36
222,223,-426,60,60,0,-7.1
223,224,-338,148,148,0,-2.28
224,225,-408,78,78,0,-5.23
225,226,-388,98,98,0,-3.96
226,227,43,43,125,82,0.34
227,228,-377,109,109,0,-3.46
228,229,138,138,217,79,0.64
229,230,37,37,140,103,0.26
230,231,-414,72,72,0,-5.75
231,232,-365,121,121,0,-3.02
232,233,180,180,185,5,0.97
233,234,182,182,185,3,0.98
234,235,-367,119,119,0,-3.08
235,236,-410,76,76,0,-5.39
236,237,101,101,225,124,0.45
237,238,-287,199,199,0,-1.44
238,239,-371,115,115,0,-3.23
239,240,170,170,305,135,0.56
240,241,43,43,68,25,0.63
241,242,94,94,162,68,0.58
242,243,6,6,225,219,0.03
243,244,81,81,142,61,0.57
244,245,36,36,141,105,0.26
245,246,74,74,143,69,0.52
246,247,-409,77,77,0,-5.31
247,248,127,127,156,29,0.81
248,249,52,52,69,17,0.75
249,250,-291,195,195,0,-1.49
250,251,-346,140,140,0,-2.47
251,252,-397,89,89,0,-4.46
252,253,-341,145,145,0,-2.35
253,254,-429,57,57,0,-7.53
254,255,-415,71,71,0,-5.85
255,256,-412,74,74,0,-5.57
256,257,-326,160,160,0,-2.04
257,258,-316,170,170,0,-1.86
258,259,171,171,186,15,0.92
259,260,-363,123,123,0,-2.95
260,261,-313,173,173,0,-1.81
261,262,98,98,184,86,0.53
262,263,45,45,143,98,0.31
263,264,-288,198,198,0,-1.45
264,265,-452,34,34,0,-13.29
265,266,84,84,96,12,0.88
266,267,-409,77,77,0,-5.31
267,268,-380,106,106,0,-3.58
268,269,-407,79,79,0,-5.15
269,270,-402,84,84,0,-4.79
270,271,187,187,242,55,0.77
271,272,-359,127,127,0,-2.83
272,273,-370,116,116,0,-3.19
273,274,-436,50,50,0,-8.72
274,275,33,33,82,49,0.4
275,276,-287,199,199,0,-1.44
276,277,56,56,190,134,0.29
277,278,-433,53,53,0,-8.17
278,279,-331,155,155,0,-2.14
279,280,97,97,153,56,0.63
280,281,66,66,198,132,0.33
281,282,-353,133,133,0,-2.65
282,283,142,142,149,7,0.95
283,284,-423,63,63,0,-6.71
284,285,231,231,253,22,0.91
285,286,-321,165,165,0,-1.95
286,287,69,69,83,14,0.83
287,288,-401,85,85,0,-4.72
288,289,26,26,177,151,0.15
289,290,-329,157,157,0,-2.1
290,291,-392,94,94,0,-4.17
291,292,-326,160,160,0,-2.04
292,293,-242,244,244,0,-0.99
293,294,-437,49,49,0,-8.92
294,295,259,259,261,2,0.99
295,296,59,59,108,49,0.55
296,297,-428,58,58,0,-7.38
297,298,-367,119,119,0,-3.08
298,299,60,60,116,56,0.52
299,300,24,24,59,35,0.41
300,301,-462,24,24,0,-19.25
301,302,22,22,123,101,0.18
302,303,75,75,114,39,0.66
303,304,-446,40,40,0,-11.15
304,305,-456,30,30,0,-15.2
305,306,-325,161,161,0,-2.02
306,307,112,112,140,28,0.8
307,308,67,67,165,98,0.41
308,309,-356,130,130,0,-2.74
309,310,160,160,181,21,0.88
310,311,34,34,154,120,0.22
311,312,59,59,186,127,0.32
312,313,-328,158,158,0,-2.08
313,314,1,1,74,73,0.01
314,315,21,21,70,49,0.3
315,316,-387,99,99,0,-3.91
316,317,-438,48,48,0,-9.12
317,318,-454,32,32,0,-14.19
318,319,53,53,160,107,0.33
319,320,-433,53,53,0,-8.17
320,321,-432,54,54,0,-8.0
321,322,-307,179,179,0,-1.72
322,323,-458,28,28,0,-16.36
323,324,-444,42,42,0,-10.57
324,325,94,94,165,71,0.57
325,326,-322,164,164,0,-1.96
326,327,-307,179,179,0,-1.72
327,328,-443,43,43,0,-10.3
328,329,-378,108,108,0,-3.5
329,330,-362,124,124,0,-2.92
330,331,17,17,186,169,0.09
331,332,-328,158,158,0,-2.08
332,333,-447,39,39,0,-11.46
333,334,-340,146,146,0,-2.33
334,335,46,46,101,55,0.46
335,336,41,41,273,232,0.15
336,337,20,20,234,214,0.09
337,338,-393,93,93,0,-4.23
338,339,-381,105,105,0,-3.63
339,340,-437,49,49,0,-8.92
340,341,-443,43,43,0,-10.3
341,342,-293,193,193,0,-1.52
342,343,2,2,39,37,0.05
343,344,-438,48,48,0,-9.12
344,345,50,50,264,214,0.19
345,346,-407,79,79,0,-5.15
346,347,76,76,86,10,0.88
347,348,39,39,161,122,0.24
348,349,-451,35,35,0,-12.89
349,350,170,170,233,63,0.73
350,351,-423,63,63,0,-6.71
351,352,241,241,248,7,0.97
352,353,-348,138,138,0,-2.52
353,354,-356,130,130,0,-2.74
354,355,-337,149,149,0,-2.26
355,356,10,10,58,48,0.17
356,357,166,166,198,32,0.84
357,358,3,3,97,94,0.03
358,359,122,122,122,0,1.0
359,360,13,13,232,219,0.06
360,361,37,37,123,86,0.3
361,362,113,113,233,120,0.48
362,363,11,11,67,56,0.16
363,364,27,27,137,110,0.2
364,365,3,3,63,60,0.05
365,366,38,38,157,119,0.24
366,367,26,26,191,165,0.14
367,368,14,14,237,223,0.06
368,369,20,20,130,110,0.15
369,370,28,28,102,74,0.27
370,371,28,28,145,117,0.19
371,372,57,57,64,7,0.89
372,373,25,25,168,143,0.15
373,374,26,26,111,85,0.23
374,375,-361,125,125,0,-2.89
375,376,18,18,229,211,0.08
376,377,87,87,243,156,0.36
377,378,-372,114,114,0,-3.26
378,379,127,127,206,79,0.62
379,380,252,252,262,10,0.96
380,381,111,111,118,7,0.94
381,382,74,74,404,330,0.18
382,383,42,42,474,432,0.09
383,384,63,63,168,105,0.38
384,385,-357,129,129,0,-2.77
385,386,10,10,103,93,0.1
386,387,-417,69,69,0,-6.04
387,388,13,13,88,75,0.15
388,389,19,19,332,313,0.06
389,390,13,13,151,138,0.09
390,391,13,13,119,106,0.11
391,392,-307,179,179,0,-1.72
392,393,22,22,104,82,0.21
393,394,73,73,143,70,0.51
394,395,20,20,89,69,0.22
395,396,30,30,46,16,0.65
396,397,11,11,132,121,0.08
397,398,6,6,309,303,0.02
398,399,2,2,312,310,0.01
399,400,-386,100,100,0,-3.86
400,401,55,55,86,31,0.64
401,402,22,22,132,110,0.17
402,403,118,118,145,27,0.81
403,404,-399,87,87,0,-4.59
404,405,18,18,179,161,0.1
405,406,-431,55,55,0,-7.84
406,407,7,7,178,171,0.04
407,408,27,27,210,183,0.13
408,409,97,97,146,49,0.66
409,410,-369,117,117,0,-3.15
410,411,-449,37,37,0,-12.14
411,412,97,97,107,10,0.91
412,413,-437,49,49,0,-8.92
413,414,87,87,202,115,0.43
414,415,-325,161,161,0,-2.02
415,416,86,86,157,71,0.55
416,417,71,71,118,47,0.6
417,418,7,7,148,141,0.05
418,419,11,11,111,100,0.1
419,420,18,18,77,59,0.23
420,421,71,71,223,152,0.32
421,422,18,18,136,118,0.13
422,423,96,96,270,174,0.36
423,424,16,16,78,62,0.21
424,425,58,58,121,63,0.48
425,426,115,115,185,70,0.62
426,427,-299,187,187,0,-1.6
427,428,50,50,104,54,0.48
428,429,-403,83,83,0,-4.86
429,430,36,36,366,330,0.1
430,431,30,30,231,201,0.13
431,432,27,27,108,81,0.25
432,433,42,42,67,25,0.63
433,434,3,3,190,187,0.02
434,435,21,21,179,158,0.12
435,436,147,147,380,233,0.39
436,437,239,239,278,39,0.86
437,438,70,70,169,99,0.41
438,439,-402,84,84,0,-4.79
439,440,2,2,154,152,0.01
440,441,82,82,193,111,0.42
441,442,73,73,167,94,0.44
442,443,25,25,75,50,0.33
443,444,46,46,117,71,0.39
444,445,51,51,173,122,0.29
445,446,9,9,217,208,0.04
446,447,7,7,40,33,0.18
447,448,92,92,119,27,0.77
448,449,16,16,205,189,0.08
449,450,16,16,55,39,0.29
450,451,261,261,265,4,0.98
451,452,40,40,157,117,0.25
452,453,56,56,332,276,0.17
453,454,14,14,212,198,0.07
454,455,65,65,357,292,0.18
455,456,26,26,94,68,0.28
456,457,5,5,181,176,0.03
457,458,40,40,288,248,0.14
458,459,65,65,246,181,0.26
459,460,-257,229,229,0,-1.12
460,461,-334,152,152,0,-2.2
461,462,-346,140,140,0,-2.47
462,463,-279,207,207,0,-1.35
463,464,-436,50,50,0,-8.72
464,465,-341,145,145,0,-2.35
465,466,-433,53,53,0,-8.17
466,467,-239,247,247,0,-0.97
467,468,-203,283,283,0,-0.72
468,469,-464,22,22,0,-21.09
469,470,-405,81,81,0,-5.0
470,471,208,208,269,61,0.77
471,472,-260,226,226,0,-1.15
472,473,-385,101,101,0,-3.81
473,474,48,48,167,119,0.29
474,475,113,113,239,126,0.47
475,476,-153,333,333,0,-0.46
476,477,-240,246,246,0,-0.98
477,478,-463,23,23,0,-20.13
478,479,-372,114,114,0,-3.26
479,480,-285,201,201,0,-1.42
480,481,130,130,157,27,0.83
481,482,9,9,161,152,0.06
482,483,7,7,173,166,0.04
483,484,481,481,485,4,0.99
484,485,-397,89,89,0,-4.46
485,486,-343,143,143,0,-2.4
486,487,-467,19,19,0,-24.58
487,488,-271,215,215,0,-1.26
488,489,-258,228,228,0,-1.13
489,490,-353,133,133,0,-2.65
490,491,132,132,259,127,0.51
491,492,-380,106,106,0,-3.58
492,493,-126,360,360,0,-0.35
493,494,122,122,277,155,0.44
494,495,-328,158,158,0,-2.08
495,496,-142,344,344,0,-0.41
496,497,40,40,124,84,0.32
497,498,158,158,213,55,0.74
498,499,50,50,265,215,0.19
499,500,206,206,413,207,0.5
500,501,82,82,199,117,0.41
501,502,12,12,119,107,0.1
502,503,73,73,405,332,0.18
503,504,-409,77,77,0,-5.31
504,505,-450,36,36,0,-12.5
505,506,-263,223,223,0,-1.18
506,507,-273,213,213,0,-1.28
507,508,128,128,272,144,0.47
508,509,109,109,205,96,0.53
509,510,-350,136,136,0,-2.57
510,511,-429,57,57,0,-7.53
511,512,-420,66,66,0,-6.36
512,513,-406,80,80,0,-5.08
513,514,-384,102,102,0,-3.76
514,515,-307,179,179,0,-1.72
515,516,-366,120,120,0,-3.05
516,517,50,50,184,134,0.27
517,518,-450,36,36,0,-12.5
518,519,-352,134,134,0,-2.63
519,520,239,239,395,156,0.61
520,521,160,160,239,79,0.67
521,522,-329,157,157,0,-2.1
522,523,1,1,250,249,0.0
523,524,-301,185,185,0,-1.63
524,525,-390,96,96,0,-4.06
525,526,136,136,149,13,0.91
526,527,-246,240,240,0,-1.02
527,528,157,157,161,4,0.98
528,529,175,175,189,14,0.93
529,530,54,54,291,237,0.19
530,531,-369,117,117,0,-3.15
531,532,135,135,148,13,0.91
532,533,-264,222,222,0,-1.19
533,534,-284,202,202,0,-1.41
534,535,-439,47,47,0,-9.34
535,536,-379,107,107,0,-3.54
536,537,-381,105,105,0,-3.63
537,538,57,57,183,126,0.31
538,539,-375,111,111,0,-3.38
539,540,26,26,59,33,0.44
540,541,-341,145,145,0,-2.35
541,542,-213,273,273,0,-0.78
542,543,-399,87,87,0,-4.59
543,544,-313,173,173,0,-1.81
544,545,117,117,253,136,0.46
545,546,-320,166,166,0,-1.93
546,547,31,31,139,108,0.22
547,548,258,258,284,26,0.91
548,549,105,105,117,12,0.9
549,550,-343,143,143,0,-2.4
550,551,-371,115,115,0,-3.23
551,552,-287,199,199,0,-1.44
552,553,-382,104,104,0,-3.67
553,554,46,46,109,63,0.42
554,555,-364,122,122,0,-2.98
555,556,-436,50,50,0,-8.72
556,557,-405,81,81,0,-5.0
557,558,163,163,236,73,0.69
558,559,-291,195,195,0,-1.49
559,560,36,36,165,129,0.22
560,561,-44,442,442,0,-0.1
561,562,40,40,144,104,0.28
562,563,-422,64,64,0,-6.59
563,564,325,325,350,25,0.93
564,565,52,52,147,95,0.35
565,566,-366,120,120,0,-3.05
566,567,10,10,144,134,0.07
567,568,-421,65,65,0,-6.48
568,569,-139,347,347,0,-0.4
569,570,-145,341,341,0,-0.43
570,571,-399,87,87,0,-4.59
571,572,-355,131,131,0,-2.71
572,573,190,190,217,27,0.88
573,574,56,56,81,25,0.69
574,575,34,34,160,126,0.21
575,576,-390,96,96,0,-4.06
576,577,119,119,177,58,0.67
577,578,-259,227,227,0,-1.14
578,579,77,77,169,92,0.46
579,580,133,133,193,60,0.69
580,581,90,90,116,26,0.78
581,582,-251,235,235,0,-1.07
582,583,-257,229,229,0,-1.12
583,584,-466,20,20,0,-23.3
584,585,178,178,219,41,0.81
585,586,61,61,97,36,0.63
586,587,-348,138,138,0,-2.52
587,588,273,273,314,41,0.87
588,589,-380,106,106,0,-3.58
589,590,-294,192,192,0,-1.53
590,591,29,29,114,85,0.25
591,592,-413,73,73,0,-5.66
592,593,97,97,265,168,0.37
593,594,291,291,434,143,0.67
594,595,-431,55,55,0,-7.84
595,596,96,96,290,194,0.33
596,597,-248,238,238,0,-1.04
597,598,-399,87,87,0,-4.59
598,599,112,112,159,47,0.7
599,600,-468,18,18,0,-26.0
600,601,-418,68,68,0,-6.15
601,602,-160,326,326,0,-0.49
602,603,-453,33,33,0,-13.73
603,604,-385,101,101,0,-3.81
604,605,36,36,83,47,0.43
605,606,86,86,115,29,0.75
606,607,60,60,125,65,0.48
607,608,123,123,319,196,0.39
608,609,10,10,201,191,0.05
609,610,260,260,284,24,0.92
610,611,-292,194,194,0,-1.51
611,612,-357,129,129,0,-2.77
612,613,-365,121,121,0,-3.02
613,614,-326,160,160,0,-2.04
614,615,-459,27,27,0,-17.0
615,616,-349,137,137,0,-2.55
616,617,-316,170,170,0,-1.86
617,618,-327,159,159,0,-2.06
618,619,65,65,121,56,0.54
619,620,118,118,256,138,0.46
620,621,-388,98,98,0,-3.96
621,622,-365,121,121,0,-3.02
622,623,-458,28,28,0,-16.36
623,624,-309,177,177,0,-1.75
624,625,1,1,62,61,0.02
625,626,-388,98,98,0,-3.96
626,627,-413,73,73,0,-5.66
627,628,-453,33,33,0,-13.73
628,629,-439,47,47,0,-9.34
629,630,-132,354,354,0,-0.37
630,631,-355,131,131,0,-2.71
631,632,49,49,150,101,0.33
632,633,24,24,134,110,0.18
633,634,-371,115,115,0,-3.23
634,635,90,90,184,94,0.49
635,636,26,26,145,119,0.18
636,637,-208,278,278,0,-0.75
637,638,34,34,261,227,0.13
638,639,113,113,366,253,0.31
639,640,25,25,198,173,0.13
640,641,-389,97,97,0,-4.01
641,642,79,79,124,45,0.64
642,643,-333,153,153,0,-2.18
643,644,125,125,202,77,0.62
644,645,-440,46,46,0,-9.57
645,646,-366,120,120,0,-3.05
646,647,-330,156,156,0,-2.12
647,648,35,35,106,71,0.33
648,649,-287,199,199,0,-1.44
649,650,-416,70,70,0,-5.94
650,651,-284,202,202,0,-1.41
651,652,213,213,262,49,0.81
652,653,7,7,213,206,0.03
653,654,80,80,185,105,0.43
654,655,-417,69,69,0,-6.04
655,656,-291,195,195,0,-1.49
656,657,-372,114,114,0,-3.26
657,658,-310,176,176,0,-1.76
658,659,-372,114,114,0,-3.26
659,660,-348,138,138,0,-2.52
660,661,9,9,221,212,0.04
661,662,-400,86,86,0,-4.65
662,663,12,12,18,6,0.67
663,664,35,35,94,59,0.37
664,665,67,67,290,223,0.23
665,666,-308,178,178,0,-1.73
666,667,156,156,179,23,0.87
667,668,-316,170,170,0,-1.86
668,669,-352,134,134,0,-2.63
669,670,-281,205,205,0,-1.37
670,671,-226,260,260,0,-0.87
671,672,280,280,287,7,0.98
672,673,-385,101,101,0,-3.81
673,674,42,42,71,29,0.59
674,675,-223,263,263,0,-0.85
675,676,-346,140,140,0,-2.47
676,677,-424,62,62,0,-6.84
677,678,-377,109,109,0,-3.46
678,679,-422,64,64,0,-6.59
679,680,-311,175,175,0,-1.78
680,681,-309,177,177,0,-1.75
681,682,-182,304,304,0,-0.6
682,683,107,107,151,44,0.71
683,684,17,17,38,21,0.45
684,685,-428,58,58,0,-7.38
685,686,-425,61,61,0,-6.97
686,687,-361,125,125,0,-2.89
687,688,-467,19,19,0,-24.58
688,689,-330,156,156,0,-2.12
689,690,-257,229,229,0,-1.12
690,691,58,58,369,311,0.16
691,692,-376,110,110,0,-3.42
692,693,77,77,178,101,0.43
693,694,-125,361,361,0,-0.35
694,695,-311,175,175,0,-1.78
695,696,-266,220,220,0,-1.21
696,697,117,117,176,59,0.66
697,698,-459,27,27,0,-17.0
698,699,-283,203,203,0,-1.39
699,700,-445,41,41,0,-10.85
700,701,-375,111,111,0,-3.38
701,702,25,25,198,173,0.13
702,703,112,112,183,71,0.61
703,704,-424,62,62,0,-6.84
704,705,-458,28,28,0,-16.36
705,706,-393,93,93,0,-4.23
706,707,-456,30,280,250,-1.63
