,machine,reward,num_actions,max_RUL,slack,reward_estimate
113,114,53,53,159,106,0.33
114,115,104,104,164,60,0.63
115,116,50,50,87,37,0.57
116,117,-188,13,263,250,-0.71
117,118,-447,39,39,0,-11.46
118,119,-161,40,171,131,-0.94
119,120,-198,3,100,97,-1.98
120,121,-191,10,127,117,-1.5
121,122,-159,42,158,116,-1.01
122,123,18,18,48,30,0.38
123,124,-165,36,209,173,-0.79
124,125,-168,33,146,113,-1.15
125,126,-198,3,75,72,-2.64
126,127,38,38,67,29,0.57
127,128,-464,22,22,0,-21.09
128,129,272,73,100,27,2.72
129,130,-184,17,183,166,-1.01
130,131,51,51,122,71,0.42
131,132,-198,3,169,166,-1.17
132,133,63,63,134,71,0.47
133,134,18,18,51,33,0.35
134,135,-180,21,76,55,-2.37
135,136,71,71,162,91,0.44
136,137,-192,9,48,39,-4.0
137,138,78,78,126,48,0.62
138,139,69,69,148,79,0.47
139,140,67,67,182,115,0.37
140,141,-183,18,209,191,-0.88
141,142,-179,22,136,114,-1.32
142,143,80,80,183,103,0.44
143,144,-198,3,163,160,-1.21
144,145,-184,17,194,177,-0.95
145,146,-192,9,131,122,-1.47
146,147,33,33,80,47,0.41
147,148,-163,38,131,93,-1.24
148,149,-197,4,64,60,-3.08
149,150,-160,41,163,122,-0.98
150,151,12,12,36,24,0.33
151,152,-191,10,164,154,-1.16
152,153,-167,34,148,114,-1.13
153,154,28,28,73,45,0.38
154,155,-199,2,122,120,-1.63
155,156,23,23,72,49,0.32
156,157,-195,6,75,69,-2.6
157,158,-136,65,246,181,-0.55
158,159,14,14,21,7,0.67
159,160,-167,34,143,109,-1.17
160,161,40,40,69,29,0.58
161,162,-194,7,204,197,-0.95
162,163,-178,23,173,150,-1.03
163,164,-145,56,232,176,-0.62
164,165,-186,15,366,351,-0.51
165,166,44,44,62,18,0.71
166,167,317,118,145,27,2.19
167,168,102,102,217,115,0.47
168,169,322,123,157,34,2.05
169,170,-190,11,263,252,-0.72
170,171,-422,64,64,0,-6.59
171,172,72,72,142,70,0.51
172,173,-174,27,150,123,-1.16
173,174,282,83,102,19,2.76
174,175,59,59,191,132,0.31
175,176,-194,7,221,214,-0.88
176,177,-183,18,66,48,-2.77
177,178,57,57,127,70,0.45
178,179,-192,9,112,103,-1.71
179,180,-182,19,277,258,-0.66
180,181,-199,2,75,73,-2.65
181,182,35,35,95,60,0.37
182,183,-466,20,20,0,-23.3
183,184,-176,25,203,178,-0.87
184,185,-152,49,182,133,-0.84
185,186,26,26,82,56,0.32
186,187,-199,2,130,128,-1.53
187,188,322,123,165,42,1.95
188,189,-199,2,58,56,-3.43
189,190,-189,12,162,150,-1.17
190,191,-174,27,277,250,-0.63
191,192,84,84,122,38,0.69
192,193,-411,75,75,0,-5.48
193,194,282,83,116,33,2.43
194,195,-409,77,77,0,-5.31
195,196,-347,139,139,0,-2.5
196,197,-137,64,212,148,-0.65
197,198,-198,3,112,109,-1.77
198,199,70,70,162,92,0.43
199,200,-197,4,148,144,-1.33
200,201,23,23,37,14,0.62
201,202,288,89,121,32,2.38
202,203,-168,33,185,152,-0.91
203,204,73,73,140,67,0.52
204,205,250,51,60,9,4.17
205,206,254,55,71,16,3.58
206,207,-181,20,131,111,-1.38
207,208,-183,18,173,155,-1.06
208,209,-167,34,143,109,-1.17
209,210,75,75,218,143,0.34
210,211,-173,28,130,102,-1.33
211,212,-188,13,108,95,-1.74
212,213,-196,5,44,39,-4.45
213,214,-180,21,152,131,-1.18
214,215,-199,2,209,207,-0.95
215,216,-196,5,170,165,-1.15
216,217,19,19,54,35,0.35
217,218,-172,29,96,67,-1.79
218,219,-191,10,201,191,-0.95
219,220,-162,39,159,120,-1.02
220,221,38,38,58,20,0.66
221,222,-458,28,28,0,-16.36
222,223,-189,12,60,48,-3.15
223,224,-198,3,148,145,-1.34
224,225,275,76,78,2,3.53
225,226,31,31,98,67,0.32
226,227,68,68,125,57,0.54
227,228,-198,3,109,106,-1.82
228,229,-168,33,217,184,-0.77
229,230,-193,8,140,132,-1.38
230,231,-180,21,72,51,-2.5
231,232,46,46,121,75,0.38
232,233,71,71,185,114,0.38
233,234,-183,18,185,167,-0.99
234,235,-169,32,119,87,-1.42
235,236,-410,76,76,0,-5.39
236,237,-196,5,225,220,-0.87
237,238,-172,29,199,170,-0.86
238,239,49,49,115,66,0.43
239,240,-135,66,305,239,-0.44
240,241,24,24,68,44,0.35
241,242,-191,10,162,152,-1.18
242,243,-176,25,225,200,-0.78
243,244,49,49,142,93,0.35
244,245,-178,23,141,118,-1.26
245,246,-164,37,143,106,-1.15
246,247,-409,77,77,0,-5.31
247,248,-190,11,156,145,-1.22
248,249,-417,69,69,0,-6.04
249,250,-165,36,195,159,-0.85
250,251,-193,8,140,132,-1.38
251,252,61,61,89,28,0.69
252,253,-185,16,145,129,-1.28
253,254,-429,57,57,0,-7.53
254,255,48,48,71,23,0.68
255,256,-196,5,74,69,-2.65
256,257,89,89,160,71,0.56
257,258,-151,50,170,120,-0.89
258,259,-181,20,186,166,-0.97
259,260,-363,123,123,0,-2.95
260,261,-151,50,173,123,-0.87
261,262,-177,24,184,160,-0.96
262,263,-174,27,143,116,-1.22
263,264,81,81,198,117,0.41
264,265,-452,34,34,0,-13.29
265,266,-390,96,96,0,-4.06
266,267,50,50,77,27,0.65
267,268,-380,106,106,0,-3.58
268,269,-184,17,79,62,-2.33
269,270,-182,19,84,65,-2.17
270,271,-174,27,242,215,-0.72
271,272,43,43,127,84,0.34
272,273,-198,3,116,113,-1.71
273,274,28,28,50,22,0.56
274,275,-184,17,82,65,-2.24
275,276,79,79,199,120,0.4
276,277,-177,24,190,166,-0.93
277,278,-433,53,53,0,-8.17
278,279,-168,33,155,122,-1.08
279,280,-175,26,153,127,-1.14
280,281,-182,19,198,179,-0.92
281,282,-198,3,133,130,-1.49
282,283,-159,42,149,107,-1.07
283,284,-423,63,63,0,-6.71
284,285,-163,38,253,215,-0.64
285,286,-194,7,165,158,-1.18
286,287,33,33,83,50,0.4
287,288,-185,16,85,69,-2.18
288,289,104,104,177,73,0.59
289,290,-191,10,157,147,-1.22
290,291,31,31,94,63,0.33
291,292,-197,4,160,156,-1.23
292,293,-142,59,244,185,-0.58
293,294,239,40,49,9,4.88
294,295,-175,26,261,235,-0.67
295,296,282,83,108,25,2.61
296,297,-200,1,58,57,-3.45
297,298,314,115,119,4,2.64
298,299,-195,6,116,110,-1.68
299,300,-186,15,59,44,-3.15
300,301,-462,24,24,0,-19.25
301,302,50,50,123,73,0.41
302,303,62,62,114,52,0.54
303,304,-446,40,40,0,-11.15
304,305,18,18,30,12,0.6
305,306,-194,7,161,154,-1.2
306,307,-200,1,140,139,-1.43
307,308,86,86,165,79,0.52
308,309,-191,10,130,120,-1.47
309,310,-165,36,181,145,-0.91
310,311,-191,10,154,144,-1.24
311,312,-192,9,186,177,-1.03
312,313,-195,6,158,152,-1.23
313,314,-191,10,74,64,-2.58
314,315,-184,17,70,53,-2.63
315,316,-183,18,99,81,-1.85
316,317,17,17,48,31,0.35
317,318,17,17,32,15,0.53
318,319,-178,23,160,137,-1.11
319,320,35,35,53,18,0.66
320,321,-197,4,54,50,-3.65
321,322,-175,26,179,153,-0.98
322,323,-198,3,28,25,-7.07
323,324,230,31,42,11,5.48
324,325,-197,4,165,161,-1.19
325,326,-189,12,164,152,-1.15
326,327,-179,22,179,157,-1.0
327,328,231,32,43,11,5.37
328,329,-188,13,108,95,-1.74
329,330,-175,26,124,98,-1.41
330,331,-190,11,186,175,-1.02
331,332,51,51,158,107,0.32
332,333,16,16,39,23,0.41
333,334,-172,29,146,117,-1.18
334,335,39,39,101,62,0.39
335,336,92,92,273,181,0.34
336,337,-142,59,234,175,-0.61
337,338,-193,8,93,85,-2.08
338,339,-186,15,105,90,-1.77
339,340,-195,6,49,43,-3.98
340,341,-200,1,43,42,-4.65
341,342,-154,47,193,146,-0.8
342,343,-192,9,39,30,-4.92
343,344,-191,10,48,38,-3.98
344,345,-180,21,264,243,-0.68
345,346,-188,13,79,66,-2.38
346,347,-400,86,86,0,-4.65
347,348,-162,39,161,122,-1.01
348,349,-194,7,35,28,-5.54
349,350,156,156,233,77,0.67
350,351,-199,2,63,61,-3.16
351,352,-175,26,248,222,-0.71
352,353,-197,4,138,134,-1.43
353,354,53,53,130,77,0.41
354,355,-181,20,149,129,-1.21
355,356,24,24,58,34,0.41
356,357,-188,13,198,185,-0.95
357,358,282,83,97,14,2.91
358,359,-192,9,122,113,-1.57
359,360,-171,30,232,202,-0.74
360,361,-363,123,123,0,-2.95
361,362,158,158,233,75,0.68
362,363,262,63,67,4,3.91
363,364,-162,39,137,98,-1.18
364,365,-184,17,63,46,-2.92
365,366,-171,30,157,127,-1.09
366,367,-196,5,191,186,-1.03
367,368,115,115,237,122,0.49
368,369,-193,8,130,122,-1.48
369,370,40,40,102,62,0.39
370,371,-194,7,145,138,-1.34
371,372,-422,64,64,0,-6.59
372,373,-198,3,168,165,-1.18
373,374,-173,28,111,83,-1.56
374,375,-187,14,125,111,-1.5
375,376,-195,6,229,223,-0.85
376,377,-158,43,243,200,-0.65
377,378,-199,2,114,112,-1.75
378,379,-178,23,206,183,-0.86
379,380,-198,3,262,259,-0.76
380,381,-181,20,118,98,-1.53
381,382,-196,5,404,399,-0.49
382,383,-156,45,474,429,-0.33
383,384,344,145,168,23,2.05
384,385,40,40,129,89,0.31
385,386,-189,12,103,91,-1.83
386,387,26,26,69,43,0.38
387,388,-176,25,88,63,-2.0
388,389,-143,58,332,274,-0.43
389,390,-198,3,151,148,-1.31
390,391,-170,31,119,88,-1.43
391,392,69,69,179,110,0.39
392,393,-194,7,104,97,-1.87
393,394,56,56,143,87,0.39
394,395,-196,5,89,84,-2.2
395,396,17,17,46,29,0.37
396,397,-196,5,132,127,-1.48
397,398,-195,6,309,303,-0.63
398,399,-160,41,312,271,-0.51
399,400,-181,20,100,80,-1.81
400,401,50,50,86,36,0.58
401,402,-199,2,132,130,-1.51
402,403,-187,14,145,131,-1.29
403,404,51,51,87,36,0.59
404,405,-184,17,179,162,-1.03
405,406,-191,10,55,45,-3.47
406,407,-178,23,178,155,-1.0
407,408,-191,10,210,200,-0.91
408,409,-173,28,146,118,-1.18
409,410,60,60,117,57,0.51
410,411,-449,37,37,0,-12.14
411,412,-198,3,107,104,-1.85
412,413,-437,49,49,0,-8.92
413,414,-181,20,202,182,-0.9
414,415,-195,6,161,155,-1.21
415,416,-165,36,157,121,-1.05
416,417,-200,1,118,117,-1.69
417,418,-179,22,148,126,-1.21
418,419,45,45,111,66,0.41
419,420,-192,9,77,68,-2.49
420,421,-190,11,223,212,-0.85
421,422,306,107,136,29,2.25
422,423,-190,11,270,259,-0.7
423,424,56,56,78,22,0.72
424,425,-181,20,121,101,-1.5
425,426,-196,5,185,180,-1.06
426,427,66,66,187,121,0.35
427,428,-180,21,104,83,-1.73
428,429,-200,1,83,82,-2.41
429,430,-177,24,366,342,-0.48
430,431,-197,4,231,227,-0.85
431,432,43,43,108,65,0.4
432,433,-185,16,67,51,-2.76
433,434,-197,4,190,186,-1.04
434,435,-189,12,179,167,-1.06
435,436,-178,23,380,357,-0.47
436,437,-139,62,278,216,-0.5
437,438,59,59,169,110,0.35
438,439,-402,84,84,0,-4.79
439,440,-198,3,154,151,-1.29
440,441,-176,25,193,168,-0.91
441,442,86,86,167,81,0.51
442,443,-411,75,75,0,-5.48
443,444,-170,31,117,86,-1.45
444,445,-200,1,173,172,-1.16
445,446,-150,51,217,166,-0.69
446,447,-190,11,40,29,-4.75
447,448,59,59,119,60,0.5
448,449,-196,5,205,200,-0.96
449,450,25,25,55,30,0.45
450,451,-139,62,265,203,-0.52
451,452,-163,38,157,119,-1.04
452,453,-200,1,332,331,-0.6
453,454,-196,5,212,207,-0.92
454,455,-181,20,357,337,-0.51
455,456,51,51,94,43,0.54
456,457,-154,47,181,134,-0.85
457,458,-153,48,288,240,-0.53
458,459,-197,4,246,242,-0.8
459,460,-184,17,229,212,-0.8
460,461,-192,9,152,143,-1.26
461,462,48,48,140,92,0.34
462,463,-193,8,207,199,-0.93
463,464,244,45,50,5,4.88
464,465,-199,2,145,143,-1.37
465,466,36,36,53,17,0.68
466,467,-144,57,247,190,-0.58
467,468,-187,14,283,269,-0.66
468,469,10,10,22,12,0.45
469,470,-405,81,81,0,-5.0
470,471,-199,2,269,267,-0.74
471,472,-194,7,226,219,-0.86
472,473,-192,9,101,92,-1.9
473,474,-173,28,167,139,-1.04
474,475,-186,15,239,224,-0.78
475,476,-196,5,333,328,-0.59
476,477,-152,49,246,197,-0.62
477,478,-463,23,23,0,-20.13
478,479,70,70,114,44,0.61
479,480,-180,21,201,180,-0.9
480,481,90,90,157,67,0.57
481,482,-165,36,161,125,-1.02
482,483,115,115,173,58,0.66
483,484,-144,57,485,428,-0.3
484,485,281,82,89,7,3.16
485,486,57,57,143,86,0.4
486,487,-467,19,19,0,-24.58
487,488,-184,17,215,198,-0.86
488,489,97,97,228,131,0.43
489,490,-193,8,133,125,-1.45
490,491,-187,14,259,245,-0.72
491,492,42,42,106,64,0.4
492,493,-198,3,360,357,-0.55
493,494,161,161,277,116,0.58
494,495,-178,23,158,135,-1.13
495,496,-188,13,344,331,-0.55
496,497,292,93,124,31,2.35
497,498,-139,62,213,151,-0.65
498,499,-165,36,265,229,-0.62
499,500,128,128,413,285,0.31
500,501,-178,23,199,176,-0.89
501,502,-367,119,119,0,-3.08
502,503,-175,26,405,379,-0.43
503,504,-195,6,77,71,-2.53
504,505,-199,2,36,34,-5.53
505,506,69,69,223,154,0.31
506,507,-169,32,213,181,-0.79
507,508,87,87,272,185,0.32
508,509,-145,56,205,149,-0.71
509,510,-350,136,136,0,-2.57
510,511,-429,57,57,0,-7.53
511,512,-195,6,66,60,-2.95
512,513,-199,2,80,78,-2.49
513,514,-182,19,102,83,-1.78
514,515,78,78,179,101,0.44
515,516,-198,3,120,117,-1.65
516,517,-198,3,184,181,-1.08
517,518,17,17,36,19,0.47
518,519,-190,11,134,123,-1.42
519,520,-197,4,395,391,-0.5
520,521,-167,34,239,205,-0.7
521,522,-190,11,157,146,-1.21
522,523,-191,10,250,240,-0.76
523,524,126,126,185,59,0.68
524,525,-390,96,96,0,-4.06
525,526,-186,15,149,134,-1.25
526,527,-183,18,240,222,-0.76
527,528,-198,3,161,158,-1.23
528,529,-171,30,189,159,-0.9
529,530,-174,27,291,264,-0.6
530,531,-186,15,117,102,-1.59
531,532,-338,148,148,0,-2.28
532,533,-157,44,222,178,-0.71
533,534,-161,40,202,162,-0.8
534,535,16,16,47,31,0.34
535,536,41,41,107,66,0.38
536,537,-193,8,105,97,-1.84
537,538,65,65,183,118,0.36
538,539,-190,11,111,100,-1.71
539,540,-427,59,59,0,-7.24
540,541,-200,1,145,144,-1.38
541,542,-181,20,273,253,-0.66
542,543,-196,5,87,82,-2.25
543,544,-190,11,173,162,-1.1
544,545,-188,13,253,240,-0.74
545,546,-178,23,166,143,-1.07
546,547,-186,15,139,124,-1.34
547,548,-161,40,284,244,-0.57
548,549,-195,6,117,111,-1.67
549,550,68,68,143,75,0.48
550,551,62,62,115,53,0.54
551,552,-195,6,199,193,-0.98
552,553,-198,3,104,101,-1.9
553,554,-182,19,109,90,-1.67
554,555,52,52,122,70,0.43
555,556,244,45,50,5,4.88
556,557,-181,20,81,61,-2.23
557,558,107,107,236,129,0.45
558,559,-154,47,195,148,-0.79
559,560,-195,6,165,159,-1.18
560,561,-149,52,442,390,-0.34
561,562,-161,40,144,104,-1.12
562,563,-185,16,64,48,-2.89
563,564,-176,25,350,325,-0.5
564,565,-172,29,147,118,-1.17
565,566,40,40,120,80,0.33
566,567,308,109,144,35,2.14
567,568,34,34,65,31,0.52
568,569,-194,7,347,340,-0.56
569,570,-195,6,341,335,-0.57
570,571,56,56,87,31,0.64
571,572,-193,8,131,123,-1.47
572,573,-160,41,217,176,-0.74
573,574,267,68,81,13,3.3
574,575,-170,31,160,129,-1.06
575,576,37,37,96,59,0.39
576,577,-177,24,177,153,-1.0
577,578,-173,28,227,199,-0.76
578,579,-160,41,169,128,-0.95
579,580,-143,58,193,135,-0.74
580,581,-191,10,116,106,-1.65
581,582,-196,5,235,230,-0.83
582,583,-159,42,229,187,-0.69
583,584,-466,20,20,0,-23.3
584,585,-174,27,219,192,-0.79
585,586,55,55,97,42,0.57
586,587,-195,6,138,132,-1.41
587,588,-189,12,314,302,-0.6
588,589,-192,9,106,97,-1.81
589,590,-177,24,192,168,-0.92
590,591,38,38,114,76,0.33
591,592,-413,73,73,0,-5.66
592,593,132,132,265,133,0.5
593,594,-185,16,434,418,-0.43
594,595,-197,4,55,51,-3.58
595,596,410,211,290,79,1.41
596,597,72,72,238,166,0.3
597,598,-175,26,87,61,-2.01
598,599,-186,15,159,144,-1.17
599,600,14,14,18,4,0.78
600,601,41,41,68,27,0.6
601,602,-150,51,326,275,-0.46
602,603,12,12,33,21,0.36
603,604,-176,25,101,76,-1.74
604,605,-190,11,83,72,-2.29
605,606,59,59,115,56,0.51
606,607,85,85,125,40,0.68
607,608,-151,50,319,269,-0.47
608,609,129,129,201,72,0.64
609,610,-192,9,284,275,-0.68
610,611,-200,1,194,193,-1.03
611,612,63,63,129,66,0.49
612,613,53,53,121,68,0.44
613,614,67,67,160,93,0.42
614,615,226,27,27,0,8.37
615,616,-179,22,137,115,-1.31
616,617,-158,43,170,127,-0.93
617,618,-179,22,159,137,-1.13
618,619,-196,5,121,116,-1.62
619,620,-200,1,256,255,-0.78
620,621,-178,23,98,75,-1.82
621,622,-172,29,121,92,-1.42
622,623,-193,8,28,20,-6.89
623,624,-197,4,177,173,-1.11
624,625,34,34,62,28,0.55
625,626,-388,98,98,0,-3.96
626,627,-200,1,73,72,-2.74
627,628,226,27,33,6,6.85
628,629,26,26,47,21,0.55
629,630,-146,55,354,299,-0.41
630,631,-199,2,131,129,-1.52
631,632,-195,6,150,144,-1.3
632,633,-162,39,134,95,-1.21
633,634,-194,7,115,108,-1.69
634,635,-186,15,184,169,-1.01
635,636,321,122,145,23,2.21
636,637,-162,39,278,239,-0.58
637,638,-180,21,261,240,-0.69
638,639,-139,62,366,304,-0.38
639,640,-176,25,198,173,-0.89
640,641,269,70,97,27,2.77
641,642,-185,16,124,108,-1.49
642,643,54,54,153,99,0.35
643,644,-195,6,202,196,-0.97
644,645,19,19,46,27,0.41
645,646,316,117,120,3,2.63
646,647,-168,33,156,123,-1.08
647,648,33,33,106,73,0.31
648,649,86,86,199,113,0.43
649,650,-181,20,70,50,-2.59
650,651,-177,24,202,178,-0.88
651,652,-152,49,262,213,-0.58
652,653,-199,2,213,211,-0.93
653,654,-198,3,185,182,-1.07
654,655,-417,69,69,0,-6.04
655,656,370,171,195,24,1.9
656,657,-190,11,114,103,-1.67
657,658,-199,2,176,174,-1.13
658,659,-174,27,114,87,-1.53
659,660,-169,32,138,106,-1.22
660,661,75,75,221,146,0.34
661,662,-187,14,86,72,-2.17
662,663,-468,18,18,0,-26.0
663,664,38,38,94,56,0.4
664,665,-197,4,290,286,-0.68
665,666,-199,2,178,176,-1.12
666,667,-151,50,179,129,-0.84
667,668,-197,4,170,166,-1.16
668,669,93,93,134,41,0.69
669,670,-164,37,205,168,-0.8
670,671,-138,63,260,197,-0.53
671,672,-194,7,287,280,-0.68
672,673,-171,30,101,71,-1.69
673,674,-186,15,71,56,-2.62
674,675,87,87,263,176,0.33
675,676,331,132,140,8,2.36
676,677,21,21,62,41,0.34
677,678,-189,12,109,97,-1.73
678,679,38,38,64,26,0.59
679,680,-180,21,175,154,-1.03
680,681,360,161,177,16,2.03
681,682,-189,12,304,292,-0.62
682,683,-196,5,151,146,-1.3
683,684,22,22,38,16,0.58
684,685,-428,58,58,0,-7.38
685,686,-192,9,61,52,-3.15
686,687,-182,19,125,106,-1.46
687,688,8,8,19,11,0.42
688,689,-190,11,156,145,-1.22
689,690,-174,27,229,202,-0.76
690,691,-174,27,369,342,-0.47
691,692,-180,21,110,89,-1.64
692,693,-164,37,178,141,-0.92
693,694,-199,2,361,359,-0.55
694,695,85,85,175,90,0.49
695,696,-179,22,220,198,-0.81
696,697,-193,8,176,168,-1.1
697,698,-459,27,27,0,-17.0
698,699,-181,20,203,183,-0.89
699,700,18,18,41,23,0.44
700,701,-181,20,111,91,-1.63
701,702,128,128,198,70,0.65
702,703,-168,33,183,150,-0.92
703,704,-193,8,62,54,-3.11
704,705,-458,28,28,0,-16.36
705,706,272,73,93,20,2.92
706,707,-456,30,280,250,-1.63
